"","Age","education_level","Province","cps19_votechoice"
"13588",34,"At or above Bachelor","Newfoundland and Labrador",1
"13589",57,"High School","Ontario",1
"13590",68,"At or above Bachelor","Ontario",0
"13591",72,"At or above Bachelor","Ontario",1
"13592",67,"High School","British Columbia",0
"13593",53,"High School","Ontario",1
"13594",36,"At or above Bachelor","Ontario",1
"13595",37,"At or above Bachelor","Ontario",0
"13596",64,"College","Ontario",0
"13597",34,"At or above Bachelor","Quebec",1
"13598",37,"Below high school","Ontario",1
"13599",56,"High School","Manitoba",0
"13600",48,"High School","Newfoundland and Labrador",0
"13601",58,"Below high school","Ontario",1
"13602",26,"At or above Bachelor","British Columbia",1
"13603",36,"At or above Bachelor","Ontario",0
"13604",71,"At or above Bachelor","British Columbia",1
"13605",58,"At or above Bachelor","Ontario",1
"13606",78,"At or above Bachelor","Ontario",0
"13607",61,"At or above Bachelor","New Brunswick",1
"13608",81,"At or above Bachelor","Alberta",0
"13609",44,"At or above Bachelor","Ontario",1
"13610",63,"High School","Saskatchewan",0
"13611",59,"College","Quebec",1
"13612",64,"College","Ontario",0
"13613",22,"High School","Ontario",1
"13614",45,"College","Ontario",1
"13615",35,"At or above Bachelor","Quebec",0
"13616",59,"At or above Bachelor","Ontario",0
"13617",24,"High School","Alberta",0
"13618",39,"At or above Bachelor","Alberta",0
"13619",58,"At or above Bachelor","New Brunswick",1
"13620",80,"Below high school","Ontario",0
"13621",62,"At or above Bachelor","Ontario",1
"13622",61,"At or above Bachelor","New Brunswick",1
"13623",29,"At or above Bachelor","Ontario",0
"13624",72,"College","Ontario",1
"13625",21,"At or above Bachelor","Ontario",0
"13626",75,"High School","Ontario",1
"13627",81,"High School","Ontario",1
"13628",63,"At or above Bachelor","New Brunswick",1
"13629",39,"High School","Newfoundland and Labrador",0
"13630",26,"College","Ontario",1
"13631",35,"At or above Bachelor","Ontario",0
"13632",36,"College","Quebec",1
"13633",45,"At or above Bachelor","Ontario",0
"13634",43,"At or above Bachelor","Ontario",1
"13635",40,"High School","Ontario",1
"13636",79,"High School","British Columbia",1
"13637",61,"High School","Alberta",0
"13638",67,"High School","Ontario",1
"13639",36,"At or above Bachelor","Quebec",1
"13640",33,"At or above Bachelor","Ontario",1
"13641",54,"At or above Bachelor","British Columbia",1
"13642",62,"High School","Quebec",0
"13643",70,"At or above Bachelor","Ontario",1
"13644",50,"College","Ontario",1
"13645",66,"At or above Bachelor","Ontario",1
"13646",58,"At or above Bachelor","Ontario",0
"13647",33,"At or above Bachelor","Ontario",0
"13648",51,"High School","British Columbia",0
"13649",58,"College","British Columbia",1
"13650",51,"At or above Bachelor","Ontario",0
"13651",28,"At or above Bachelor","Quebec",0
"13652",33,"At or above Bachelor","Ontario",1
"13653",68,"High School","British Columbia",0
"13654",33,"College","New Brunswick",1
"13655",67,"College","Ontario",0
"13656",42,"High School","Ontario",1
"13657",64,"High School","British Columbia",1
"13658",40,"At or above Bachelor","Quebec",1
"13659",31,"At or above Bachelor","Quebec",1
"13660",35,"High School","Alberta",1
"13661",52,"High School","Ontario",1
"13662",42,"High School","Manitoba",1
"13663",45,"College","Quebec",1
"13664",40,"At or above Bachelor","Ontario",1
"13665",68,"High School","Manitoba",0
"13666",37,"College","British Columbia",0
"13667",62,"College","British Columbia",0
"13668",60,"At or above Bachelor","Ontario",1
"13669",37,"College","Ontario",0
"13670",70,"High School","Ontario",0
"13671",32,"College","Ontario",0
"13672",66,"At or above Bachelor","Ontario",1
"13673",33,"At or above Bachelor","Quebec",1
"13674",39,"At or above Bachelor","Ontario",0
"13675",20,"Below high school","Nova Scotia",1
"13676",33,"Below high school","Newfoundland and Labrador",0
"13677",63,"At or above Bachelor","Ontario",1
"13678",57,"At or above Bachelor","New Brunswick",1
"13679",61,"College","Ontario",1
"13680",51,"At or above Bachelor","Ontario",1
"13681",56,"At or above Bachelor","Ontario",1
"13682",54,"College","Ontario",0
"13683",73,"High School","Nova Scotia",0
"13684",29,"High School","British Columbia",1
"13685",48,"At or above Bachelor","Ontario",1
"13686",74,"At or above Bachelor","Ontario",1
"13687",35,"At or above Bachelor","Ontario",0
"13688",34,"At or above Bachelor","British Columbia",1
"13689",77,"At or above Bachelor","Nova Scotia",1
"13690",41,"At or above Bachelor","British Columbia",1
"13691",62,"High School","Ontario",0
"13692",60,"High School","British Columbia",1
"13693",34,"At or above Bachelor","Alberta",1
"13694",53,"High School","Ontario",0
"13695",84,"High School","Quebec",1
"13696",57,"At or above Bachelor","Alberta",0
"13697",72,"At or above Bachelor","Ontario",1
"13698",76,"At or above Bachelor","Ontario",1
"13699",48,"At or above Bachelor","Ontario",0
"13700",32,"Below high school","Ontario",0
"13701",45,"At or above Bachelor","Ontario",1
"13702",42,"At or above Bachelor","Ontario",1
"13703",80,"At or above Bachelor","British Columbia",0
"13704",39,"At or above Bachelor","Ontario",1
"13705",24,"College","British Columbia",0
"13706",67,"High School","Ontario",1
"13707",61,"At or above Bachelor","Ontario",1
"13708",68,"At or above Bachelor","Manitoba",0
"13709",67,"At or above Bachelor","Ontario",0
"13710",20,"High School","Quebec",1
"13711",55,"At or above Bachelor","Ontario",1
"13712",51,"At or above Bachelor","Ontario",1
"13713",50,"At or above Bachelor","Ontario",0
"13714",86,"High School","Ontario",1
"13715",53,"At or above Bachelor","Alberta",1
"13716",55,"At or above Bachelor","Ontario",1
"13717",39,"High School","New Brunswick",0
"13718",40,"At or above Bachelor","Ontario",1
"13719",73,"High School","Saskatchewan",1
"13720",37,"College","New Brunswick",1
"13721",58,"High School","Manitoba",0
"13722",51,"College","Ontario",1
"13723",53,"At or above Bachelor","Manitoba",1
"13724",28,"At or above Bachelor","New Brunswick",1
"13725",31,"High School","Ontario",1
"13726",56,"At or above Bachelor","Ontario",0
"13727",40,"At or above Bachelor","Ontario",0
"13728",62,"College","Ontario",0
"13729",76,"At or above Bachelor","Ontario",1
"13730",69,"At or above Bachelor","Ontario",1
"13731",60,"At or above Bachelor","Ontario",1
"13732",52,"High School","British Columbia",1
"13733",73,"High School","Ontario",0
"13734",52,"At or above Bachelor","Quebec",1
"13735",39,"At or above Bachelor","New Brunswick",0
"13736",70,"At or above Bachelor","Ontario",0
"13737",31,"At or above Bachelor","Ontario",1
"13738",53,"Below high school","Alberta",0
"13739",59,"At or above Bachelor","Ontario",0
"13740",27,"At or above Bachelor","Ontario",1
"13741",63,"At or above Bachelor","Ontario",1
"13742",71,"At or above Bachelor","Saskatchewan",0
"13743",70,"At or above Bachelor","Alberta",0
"13744",70,"High School","Alberta",0
"13745",59,"At or above Bachelor","Ontario",1
"13746",86,"At or above Bachelor","British Columbia",0
"13747",71,"At or above Bachelor","Ontario",1
"13748",41,"At or above Bachelor","British Columbia",1
"13749",37,"At or above Bachelor","Ontario",0
"13750",55,"At or above Bachelor","Ontario",1
"13751",39,"At or above Bachelor","Quebec",0
"13752",74,"College","Ontario",1
"13753",68,"At or above Bachelor","Ontario",1
"13754",55,"High School","British Columbia",0
"13755",68,"At or above Bachelor","Ontario",0
"13756",27,"At or above Bachelor","Ontario",0
"13757",44,"College","Alberta",0
"13758",63,"At or above Bachelor","Ontario",1
"13759",59,"High School","Alberta",0
"13760",66,"High School","Ontario",1
"13761",60,"College","Alberta",0
"13762",63,"At or above Bachelor","Newfoundland and Labrador",1
"13763",88,"At or above Bachelor","Ontario",0
"13764",63,"At or above Bachelor","Ontario",1
"13765",69,"College","Alberta",1
"13766",73,"At or above Bachelor","New Brunswick",1
"13767",53,"At or above Bachelor","Nova Scotia",0
"13768",43,"At or above Bachelor","British Columbia",1
"13769",65,"At or above Bachelor","Ontario",1
"13770",32,"At or above Bachelor","Newfoundland and Labrador",1
"13771",23,"High School","Quebec",1
"13772",31,"At or above Bachelor","New Brunswick",1
"13773",58,"High School","Quebec",0
"13774",73,"At or above Bachelor","British Columbia",1
"13775",55,"College","Alberta",1
"13776",38,"At or above Bachelor","Alberta",0
"13777",69,"At or above Bachelor","British Columbia",1
"13778",74,"High School","Alberta",0
"13779",73,"At or above Bachelor","Quebec",0
"13780",42,"High School","Alberta",0
"13781",68,"High School","Quebec",1
"13782",57,"College","Ontario",1
"13783",42,"At or above Bachelor","Alberta",1
"13784",56,"High School","Ontario",0
"13785",58,"At or above Bachelor","Ontario",0
"13786",50,"College","Nova Scotia",1
"13787",47,"College","Nova Scotia",1
"13788",46,"College","Nova Scotia",0
"13789",66,"High School","British Columbia",1
"13790",42,"High School","Quebec",1
"13791",34,"College","Ontario",0
"13792",31,"At or above Bachelor","Ontario",1
"13793",67,"Below high school","British Columbia",0
"13794",60,"High School","British Columbia",1
"13795",54,"At or above Bachelor","Newfoundland and Labrador",0
"13796",73,"At or above Bachelor","Manitoba",1
"13797",62,"College","Ontario",0
"13798",42,"High School","Alberta",0
"13799",30,"At or above Bachelor","Ontario",0
"13800",83,"At or above Bachelor","Ontario",1
"13801",29,"College","Ontario",0
"13802",62,"High School","Alberta",0
"13803",39,"High School","Quebec",1
"13804",45,"High School","British Columbia",1
"13805",36,"At or above Bachelor","Ontario",0
"13806",62,"College","Alberta",0
"13807",37,"College","Newfoundland and Labrador",1
"13808",81,"High School","Manitoba",1
"13809",19,"High School","Ontario",1
"13810",53,"College","Nova Scotia",1
"13811",71,"At or above Bachelor","Ontario",1
"13812",43,"High School","Manitoba",1
"13813",56,"High School","British Columbia",0
"13814",33,"At or above Bachelor","Ontario",0
"13815",24,"High School","Quebec",1
"13816",46,"At or above Bachelor","Ontario",0
"13817",39,"At or above Bachelor","Saskatchewan",0
"13818",39,"At or above Bachelor","Quebec",1
"13819",41,"College","Quebec",0
"13820",33,"At or above Bachelor","Manitoba",0
"13821",58,"At or above Bachelor","Ontario",1
"13822",39,"At or above Bachelor","Ontario",1
"13823",50,"High School","Ontario",0
"13824",44,"College","Alberta",0
"13825",39,"High School","Ontario",0
"13826",68,"High School","British Columbia",0
"13827",27,"High School","Quebec",1
"13828",51,"High School","British Columbia",0
"13829",68,"At or above Bachelor","Ontario",0
"13830",29,"At or above Bachelor","British Columbia",0
"13831",33,"At or above Bachelor","Ontario",1
"13832",57,"College","Quebec",0
"13833",63,"College","Nova Scotia",1
"13834",52,"High School","Quebec",0
"13835",62,"At or above Bachelor","British Columbia",1
"13836",36,"At or above Bachelor","Quebec",1
"13837",37,"At or above Bachelor","Ontario",1
"13838",67,"High School","Alberta",1
"13839",67,"College","New Brunswick",1
"13840",51,"College","Quebec",1
"13841",62,"At or above Bachelor","New Brunswick",1
"13842",54,"At or above Bachelor","Ontario",0
"13843",49,"High School","Ontario",1
"13844",51,"At or above Bachelor","New Brunswick",1
"13845",49,"At or above Bachelor","Ontario",1
"13846",66,"At or above Bachelor","Manitoba",1
"13847",42,"At or above Bachelor","Ontario",1
"13848",44,"High School","Quebec",0
"13849",40,"At or above Bachelor","Ontario",1
"13850",51,"At or above Bachelor","Ontario",1
"13851",56,"High School","Ontario",1
"13852",37,"At or above Bachelor","Manitoba",1
"13853",44,"College","Alberta",0
"13854",36,"At or above Bachelor","Ontario",1
"13855",61,"High School","Ontario",1
"13856",56,"At or above Bachelor","Ontario",1
"13857",41,"College","Ontario",0
"13858",58,"High School","Quebec",1
"13859",69,"College","Quebec",0
"13860",66,"At or above Bachelor","Ontario",0
"13861",53,"High School","Ontario",1
"13862",72,"High School","Ontario",1
"13863",29,"At or above Bachelor","New Brunswick",1
"13864",49,"High School","Ontario",0
"13865",66,"College","Ontario",1
"13866",59,"At or above Bachelor","Manitoba",1
"13867",73,"High School","Ontario",0
"13868",33,"College","New Brunswick",0
"13869",47,"At or above Bachelor","Ontario",1
"13870",66,"High School","Quebec",1
"13871",26,"High School","Alberta",0
"13872",34,"At or above Bachelor","Quebec",0
"13873",58,"High School","Ontario",1
"13874",33,"At or above Bachelor","Nova Scotia",1
"13875",28,"College","Saskatchewan",1
"13876",64,"At or above Bachelor","Ontario",0
"13877",52,"At or above Bachelor","Quebec",1
"13878",33,"High School","Ontario",1
"13879",57,"High School","Ontario",1
"13880",26,"College","Ontario",0
"13881",68,"High School","Nova Scotia",1
"13882",20,"Below high school","Ontario",1
"13883",37,"High School","Quebec",0
"13884",58,"College","Ontario",0
"13885",32,"Below high school","Alberta",0
"13886",32,"High School","Alberta",1
"13887",37,"High School","New Brunswick",1
"13888",47,"At or above Bachelor","Ontario",1
"13889",67,"Below high school","Ontario",0
"13890",26,"Below high school","Nova Scotia",1
"13891",20,"High School","Newfoundland and Labrador",0
"13892",50,"At or above Bachelor","Alberta",0
"13893",59,"At or above Bachelor","Quebec",0
"13894",43,"College","Ontario",0
"13895",62,"High School","Alberta",0
"13896",72,"At or above Bachelor","Ontario",1
"13897",48,"High School","Ontario",1
"13898",66,"High School","Nova Scotia",1
"13899",33,"At or above Bachelor","Ontario",0
"13900",59,"At or above Bachelor","Quebec",1
"13901",24,"High School","Alberta",0
"13902",58,"High School","British Columbia",0
"13903",70,"High School","New Brunswick",0
"13904",39,"High School","Manitoba",0
"13905",52,"At or above Bachelor","Ontario",0
"13906",43,"At or above Bachelor","Saskatchewan",1
"13907",60,"College","New Brunswick",1
"13908",68,"High School","Newfoundland and Labrador",1
"13909",68,"College","Ontario",0
"13910",33,"At or above Bachelor","Ontario",1
"13911",36,"Below high school","Ontario",0
"13912",50,"High School","Manitoba",0
"13913",64,"High School","Ontario",0
"13914",28,"At or above Bachelor","Nova Scotia",1
"13915",54,"College","Ontario",0
"13916",38,"High School","Quebec",0
"13917",60,"College","Nova Scotia",1
"13918",26,"High School","Ontario",1
"13919",29,"At or above Bachelor","Nova Scotia",1
"13920",36,"At or above Bachelor","Ontario",1
"13921",64,"At or above Bachelor","Ontario",1
"13922",56,"High School","Alberta",0
"13923",69,"Below high school","Ontario",0
"13924",63,"At or above Bachelor","Ontario",1
"13925",57,"At or above Bachelor","Manitoba",1
"13926",32,"At or above Bachelor","Ontario",0
"13927",46,"At or above Bachelor","Ontario",1
"13928",50,"At or above Bachelor","Ontario",1
"13929",83,"At or above Bachelor","Ontario",1
"13930",67,"High School","Ontario",0
"13931",43,"At or above Bachelor","Ontario",0
"13932",71,"High School","Ontario",1
"13933",57,"High School","Alberta",0
"13934",55,"High School","Quebec",1
"13935",42,"At or above Bachelor","Ontario",1
"13936",19,"High School","Ontario",1
"13937",39,"College","Ontario",0
"13938",46,"At or above Bachelor","Ontario",0
"13939",54,"High School","Ontario",1
"13940",71,"At or above Bachelor","Ontario",1
"13941",46,"High School","British Columbia",1
"13942",61,"High School","British Columbia",1
"13943",59,"High School","Ontario",0
"13944",42,"At or above Bachelor","Quebec",1
"13945",44,"College","Saskatchewan",0
"13946",27,"College","Ontario",0
"13947",28,"At or above Bachelor","Ontario",0
"13948",29,"At or above Bachelor","Ontario",1
"13949",55,"At or above Bachelor","British Columbia",1
"13950",50,"College","Alberta",0
"13951",45,"At or above Bachelor","Alberta",0
